year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,new_court,offense_type_drug,offense_type_other,offense_type_person,offense_type_property,offense_type_sex,offense_type_violent,sex_female,sex_male,technical_violation_other,new_court_rate,offense_type_drug_rate,offense_type_other_rate,offense_type_person_rate,offense_type_property_rate,offense_type_sex_rate,offense_type_violent_rate,sex_female_rate,sex_male_rate,technical_violation_other_rate
2014,46,91,Kankakee,21,Central,Mostly Urban,24.5,138812,240,52,8,83,82,15,93,19,221,67,172.9,37.5,5.8,59.8,59.1,10.8,67,13.7,159.2,48.3
2014,47,93,Kendall,23,Northern - Other,Mostly Urban,10.4,157751,93,34,9,17,25,8,23,13,80,17,59,21.6,5.7,10.8,15.8,5.1,14.6,8.2,50.7,10.8
2014,48,95,Knox,9,Central,Mostly Urban,24.3,62340,76,28,5,19,15,9,26,10,66,33,121.9,44.9,8,30.5,24.1,14.4,41.7,16,105.9,52.9
2014,49,97,Lake,19,Northern - Collar,Mostly Urban,1.3,884002,629,128,67,166,219,49,199,53,576,162,71.2,14.5,7.6,18.8,24.8,5.5,22.5,6,65.2,18.3
2014,50,99,LaSalle,13,Northern - Other,Mostly Urban,30.2,136238,289,107,22,28,120,12,35,47,242,62,212.1,78.5,16.1,20.6,88.1,8.8,25.7,34.5,177.6,45.5
2014,51,101,Lawrence,2,Southern,Mostly Rural,58,19689,52,39,1,5,4,3,7,19,33,9,264.1,198.1,5.1,25.4,20.3,15.2,35.6,96.5,167.6,45.7
2014,52,103,Lee,15,Northern - Other,Mostly Rural,53.2,41940,45,10,5,16,10,4,18,3,42,21,107.3,23.8,11.9,38.1,23.8,9.5,42.9,7.2,100.1,50.1
2014,53,105,Livingston,11,Central,Mostly Urban,40.8,45156,54,23,5,17,8,1,18,12,42,27,119.6,50.9,11.1,37.6,17.7,2.2,39.9,26.6,93,59.8
2014,54,107,Logan,11,Central,Mostly Urban,39.9,35354,74,29,4,18,17,6,19,9,65,16,209.3,82,11.3,50.9,48.1,17,53.7,25.5,183.9,45.3
2014,55,109,McDonough,9,Central,Mostly Urban,29.5,37056,38,14,3,3,14,4,7,7,31,16,102.5,37.8,8.1,8.1,37.8,10.8,18.9,18.9,83.7,43.2
2014,56,111,McHenry,22,Northern - Collar,Mostly Urban,9.9,384069,132,43,12,26,26,25,46,11,121,45,34.4,11.2,3.1,6.8,6.8,6.5,12,2.9,31.5,11.7
2014,57,113,McLean,11,Central,Mostly Urban,16.5,212429,265,97,18,55,66,29,69,22,243,104,124.7,45.7,8.5,25.9,31.1,13.7,32.5,10.4,114.4,49
2014,58,115,Macon,6,Central,Mostly Urban,15.3,132776,482,92,52,145,163,30,154,62,420,129,363,69.3,39.2,109.2,122.8,22.6,116,46.7,316.3,97.2
2014,59,117,Macoupin,7,Central,Mostly Rural,58.5,56230,59,20,2,9,23,5,11,9,50,14,104.9,35.6,3.6,16,40.9,8.9,19.6,16,88.9,24.9
2014,60,119,Madison,3,Southern,Mostly Urban,13.3,325932,490,114,22,123,199,32,135,94,396,177,150.3,35,6.7,37.7,61.1,9.8,41.4,28.8,121.5,54.3
2014,61,121,Marion,4,Southern,Mostly Urban,45.1,47395,128,30,10,33,46,9,38,19,109,55,270.1,63.3,21.1,69.6,97.1,19,80.2,40.1,230,116
2014,62,123,Marshall,10,Central,Completely Rural,100,14361,8,NA,NA,3,3,2,4,NA,8,5,55.7,NA,NA,20.9,20.9,13.9,27.9,NA,55.7,34.8
2014,63,125,Mason,8,Central,Mostly Rural,77.5,17062,39,10,2,12,12,3,13,5,34,8,228.6,58.6,11.7,70.3,70.3,17.6,76.2,29.3,199.3,46.9
2014,64,127,Massac,1,Southern,Mostly Rural,50.5,18024,29,10,1,8,9,1,9,NA,29,11,160.9,55.5,5.5,44.4,49.9,5.5,49.9,NA,160.9,61
2014,65,129,Menard,8,Central,Mostly Rural,75.7,15329,11,2,1,2,6,NA,2,NA,11,10,71.8,13,6.5,13,39.1,NA,13,NA,71.8,65.2
2014,66,131,Mercer,14,Central,Mostly Rural,77.8,19404,10,NA,2,1,6,1,2,NA,10,4,51.5,NA,10.3,5.2,30.9,5.2,10.3,NA,51.5,20.6
2014,67,133,Monroe,20,Southern,Mostly Urban,41.4,41222,16,1,NA,1,14,NA,1,1,15,6,38.8,2.4,NA,2.4,34,NA,2.4,2.4,36.4,14.6
2014,68,135,Montgomery,4,Central,Mostly Urban,41.6,35454,96,43,3,10,36,4,13,16,80,31,270.8,121.3,8.5,28.2,101.5,11.3,36.7,45.1,225.6,87.4
2014,69,137,Morgan,7,Central,Mostly Urban,36.2,41480,24,6,2,4,7,5,6,2,22,23,57.9,14.5,4.8,9.6,16.9,12.1,14.5,4.8,53,55.4
2014,70,139,Moultrie,6,Central,Mostly Rural,69.2,18456,17,4,5,NA,4,4,2,4,13,4,92.1,21.7,27.1,NA,21.7,21.7,10.8,21.7,70.4,21.7
2014,71,141,Ogle,15,Northern - Other,Mostly Urban,47.1,64041,53,10,3,19,17,4,21,4,49,17,82.8,15.6,4.7,29.7,26.5,6.2,32.8,6.2,76.5,26.5
2014,72,143,Peoria,10,Central,Mostly Urban,14.6,232282,451,86,16,173,152,24,191,49,402,170,194.2,37,6.9,74.5,65.4,10.3,82.2,21.1,173.1,73.2
2014,73,145,Perry,20,Southern,Mostly Urban,43.6,25751,20,8,NA,3,7,2,5,3,17,12,77.7,31.1,NA,11.7,27.2,7.8,19.4,11.7,66,46.6
2014,74,147,Piatt,6,Central,Mostly Rural,67.7,20089,6,1,NA,NA,2,3,1,NA,6,5,29.9,5,NA,NA,10,14.9,5,NA,29.9,24.9
2014,75,149,Pike,8,Central,Mostly Rural,72.3,19475,22,6,3,3,8,2,3,3,19,10,113,30.8,15.4,15.4,41.1,10.3,15.4,15.4,97.6,51.3
2014,76,151,Pope,1,Southern,Completely Rural,100,5022,10,7,NA,NA,3,NA,NA,4,6,3,199.1,139.4,NA,NA,59.7,NA,NA,79.6,119.5,59.7
2014,77,153,Pulaski,1,Southern,Completely Rural,100,7074,5,2,NA,2,1,NA,2,1,4,3,70.7,28.3,NA,28.3,14.1,NA,28.3,14.1,56.5,42.4
2014,78,155,Putnam,10,Central,Completely Rural,100,6995,4,4,NA,NA,NA,NA,NA,1,3,NA,57.2,57.2,NA,NA,NA,NA,NA,14.3,42.9,NA
2014,79,157,Randolph,20,Southern,Mostly Urban,42.6,39574,32,11,NA,7,13,1,7,7,25,10,80.9,27.8,NA,17.7,32.8,2.5,17.7,17.7,63.2,25.3
2014,80,159,Richland,2,Southern,Mostly Urban,43.5,19609,35,16,NA,10,6,3,12,6,29,5,178.5,81.6,NA,51,30.6,15.3,61.2,30.6,147.9,25.5
2014,81,161,Rock Island,14,Central,Mostly Urban,10.9,180113,154,54,6,35,46,13,45,13,141,53,85.5,30,3.3,19.4,25.5,7.2,25,7.2,78.3,29.4
2014,82,163,St. Clair,20,Southern,Mostly Urban,9.8,329857,474,93,15,201,137,28,216,38,436,132,143.7,28.2,4.5,60.9,41.5,8.5,65.5,11.5,132.2,40
2014,83,165,Saline,1,Southern,Mostly Urban,43.7,29852,66,25,2,10,27,2,12,17,49,20,221.1,83.7,6.7,33.5,90.4,6.7,40.2,56.9,164.1,67
2014,84,167,Sangamon,7,Central,Mostly Urban,14.1,244796,374,65,20,131,132,26,144,28,346,145,152.8,26.6,8.2,53.5,53.9,10.6,58.8,11.4,141.3,59.2
2014,85,169,Schuyler,8,Central,Mostly Rural,57.6,8692,19,5,1,4,7,2,5,3,16,3,218.6,57.5,11.5,46,80.5,23,57.5,34.5,184.1,34.5
2014,86,171,Scott,7,Central,Completely Rural,100,6305,6,1,NA,NA,3,2,1,NA,6,2,95.2,15.9,NA,NA,47.6,31.7,15.9,NA,95.2,31.7
2014,87,173,Shelby,4,Central,Mostly Rural,77.7,26885,26,9,1,5,6,5,8,5,21,13,96.7,33.5,3.7,18.6,22.3,18.6,29.8,18.6,78.1,48.4
2014,88,175,Stark,10,Central,Completely Rural,100,6820,8,2,1,1,4,NA,1,1,7,2,117.3,29.3,14.7,14.7,58.7,NA,14.7,14.7,102.6,29.3
2014,89,177,Stephenson,15,Northern - Other,Mostly Urban,40.1,56380,99,23,8,19,38,11,22,19,80,31,175.6,40.8,14.2,33.7,67.4,19.5,39,33.7,141.9,55
2014,90,179,Tazewell,10,Central,Mostly Urban,20.4,166786,241,49,30,47,109,6,49,44,197,48,144.5,29.4,18,28.2,65.4,3.6,29.4,26.4,118.1,28.8
2014,91,181,Union,1,Southern,Mostly Rural,65.9,21060,62,25,5,9,21,2,11,11,51,15,294.4,118.7,23.7,42.7,99.7,9.5,52.2,52.2,242.2,71.2
2014,92,183,Vermilion,5,Central,Mostly Urban,31.3,98901,177,47,13,51,50,16,56,25,152,54,179,47.5,13.1,51.6,50.6,16.2,56.6,25.3,153.7,54.6
2014,93,185,Wabash,2,Southern,Mostly Urban,38.9,14124,23,9,2,5,6,1,5,7,16,9,162.8,63.7,14.2,35.4,42.5,7.1,35.4,49.6,113.3,63.7
2014,94,187,Warren,9,Central,Mostly Urban,45.5,21679,22,7,1,3,9,2,4,NA,22,6,101.5,32.3,4.6,13.8,41.5,9.2,18.5,NA,101.5,27.7
2014,95,189,Washington,20,Southern,Mostly Rural,73.6,17439,5,1,NA,2,2,NA,2,2,3,3,28.7,5.7,NA,11.5,11.5,NA,11.5,11.5,17.2,17.2
2014,96,191,Wayne,2,Southern,Mostly Rural,69.9,20356,9,2,NA,3,1,3,4,2,7,6,44.2,9.8,NA,14.7,4.9,14.7,19.7,9.8,34.4,29.5
2014,97,193,White,2,Southern,Mostly Rural,62,17395,38,7,3,12,11,5,17,7,31,6,218.5,40.2,17.2,69,63.2,28.7,97.7,40.2,178.2,34.5
2014,98,195,Whiteside,14,Northern - Other,Mostly Urban,37.3,69967,94,28,16,17,26,7,21,14,80,45,134.3,40,22.9,24.3,37.2,10,30,20,114.3,64.3
2014,99,197,Will,12,Northern - Collar,Mostly Urban,3.9,867682,872,237,75,218,309,33,237,125,747,164,100.5,27.3,8.6,25.1,35.6,3.8,27.3,14.4,86.1,18.9
2014,100,199,Williamson,1,Southern,Mostly Urban,34.8,82074,58,17,1,13,18,9,17,7,51,29,70.7,20.7,1.2,15.8,21.9,11,20.7,8.5,62.1,35.3
2014,101,201,Winnebago,17,Northern - Other,Mostly Urban,7.9,357678,827,153,81,312,241,40,331,82,745,226,231.2,42.8,22.6,87.2,67.4,11.2,92.5,22.9,208.3,63.2
2014,102,203,Woodford,11,Central,Mostly Rural,54.9,48735,51,3,13,9,19,7,14,4,47,19,104.6,6.2,26.7,18.5,39,14.4,28.7,8.2,96.4,39
2015,1,1,Adams,8,Central,Mostly Urban,32.6,82114,195,68,13,41,62,11,47,35,160,49,237.5,82.8,15.8,49.9,75.5,13.4,57.2,42.6,194.9,59.7
2015,2,3,Alexander,1,Southern,Mostly Rural,61.9,8378,7,NA,1,3,3,NA,3,NA,7,7,83.6,NA,11.9,35.8,35.8,NA,35.8,NA,83.6,83.6
2015,3,5,Bond,3,Southern,Mostly Rural,60.7,19935,32,10,1,4,13,4,8,3,29,8,160.5,50.2,5,20.1,65.2,20.1,40.1,15,145.5,40.1
2015,4,7,Boone,17,Northern - Other,Mostly Urban,19.4,67493,79,19,11,17,22,10,27,9,70,18,117,28.2,16.3,25.2,32.6,14.8,40,13.3,103.7,26.7
2015,5,9,Brown,8,Central,Mostly Urban,41.1,7801,7,2,1,1,3,NA,1,1,6,3,89.7,25.6,12.8,12.8,38.5,NA,12.8,12.8,76.9,38.5
2015,6,11,Bureau,13,Central,Mostly Rural,57.4,40792,37,11,5,4,11,6,6,5,32,6,90.7,27,12.3,9.8,27,14.7,14.7,12.3,78.4,14.7
2015,7,13,Calhoun,8,Southern,Completely Rural,100,5852,9,3,1,NA,4,1,NA,2,7,4,153.8,51.3,17.1,NA,68.4,17.1,NA,34.2,119.6,68.4
2015,8,15,Carroll,15,Northern - Other,Mostly Rural,81.9,17471,25,13,1,6,2,3,7,5,20,3,143.1,74.4,5.7,34.3,11.4,17.2,40.1,28.6,114.5,17.2
2015,9,17,Cass,8,Central,Mostly Rural,52.1,15930,24,12,2,2,5,3,5,6,18,12,150.7,75.3,12.6,12.6,31.4,18.8,31.4,37.7,113,75.3
2015,10,19,Champaign,6,Central,Mostly Urban,12.7,248797,441,80,82,121,141,17,126,46,395,117,177.3,32.2,33,48.6,56.7,6.8,50.6,18.5,158.8,47
2015,11,21,Christian,4,Central,Mostly Urban,43.5,40439,42,16,NA,11,14,1,12,7,35,17,103.9,39.6,NA,27.2,34.6,2.5,29.7,17.3,86.6,42
2015,12,23,Clark,5,Southern,Mostly Rural,59.5,19489,17,4,3,3,5,2,4,5,12,4,87.2,20.5,15.4,15.4,25.7,10.3,20.5,25.7,61.6,20.5
2015,13,25,Clay,4,Southern,Mostly Rural,64.7,16417,35,14,4,9,8,NA,9,5,30,5,213.2,85.3,24.4,54.8,48.7,NA,54.8,30.5,182.7,30.5
2015,14,27,Clinton,4,Southern,Mostly Urban,48.8,45746,44,11,2,11,17,3,11,10,34,20,96.2,24,4.4,24,37.2,6.6,24,21.9,74.3,43.7
2015,15,29,Coles,5,Central,Mostly Urban,24.3,61631,104,38,8,19,24,15,25,7,97,33,168.7,61.7,13,30.8,38.9,24.3,40.6,11.4,157.4,53.5
2015,16,31,Cook,co,Northern - Cook,Completely Urban,0,6424392,11080,3375,861,3292,3052,500,3501,865,10215,4010,172.5,52.5,13.4,51.2,47.5,7.8,54.5,13.5,159,62.4
2015,17,33,Crawford,2,Southern,Mostly Rural,60.2,23142,56,17,4,6,22,7,10,11,45,5,242,73.5,17.3,25.9,95.1,30.2,43.2,47.5,194.5,21.6
2015,18,35,Cumberland,5,Southern,Completely Rural,100,13324,14,3,1,3,7,NA,3,2,12,1,105.1,22.5,7.5,22.5,52.5,NA,22.5,15,90.1,7.5
2015,19,37,DeKalb,23,Northern - Other,Mostly Urban,20.3,126841,122,25,10,40,33,14,49,13,109,39,96.2,19.7,7.9,31.5,26,11,38.6,10.2,85.9,30.7
2015,20,39,De Witt,6,Central,Mostly Urban,48.8,19718,31,8,2,10,9,2,11,3,28,6,157.2,40.6,10.1,50.7,45.6,10.1,55.8,15.2,142,30.4
2015,21,41,Douglas,6,Central,Mostly Rural,61.6,24852,28,5,3,6,14,NA,6,4,24,2,112.7,20.1,12.1,24.1,56.3,NA,24.1,16.1,96.6,8
2015,22,43,DuPage,18,Northern - Collar,Completely Urban,0,1151048,558,141,55,109,213,40,137,73,485,160,48.5,12.2,4.8,9.5,18.5,3.5,11.9,6.3,42.1,13.9
2015,23,45,Edgar,5,Central,Mostly Rural,51.8,21300,32,13,1,2,14,2,2,7,25,10,150.2,61,4.7,9.4,65.7,9.4,9.4,32.9,117.4,46.9
2015,24,47,Edwards,2,Southern,Completely Rural,100,7967,7,3,2,1,NA,1,2,NA,7,5,87.9,37.7,25.1,12.6,NA,12.6,25.1,NA,87.9,62.8
2015,25,49,Effingham,4,Southern,Mostly Rural,59.7,42402,54,14,7,12,17,4,12,4,50,24,127.4,33,16.5,28.3,40.1,9.4,28.3,9.4,117.9,56.6
2015,26,51,Fayette,4,Southern,Mostly Rural,67,26741,66,23,7,15,18,3,17,17,49,25,246.8,86,26.2,56.1,67.3,11.2,63.6,63.6,183.2,93.5
2015,27,53,Ford,11,Central,Mostly Urban,41.8,16682,15,3,NA,3,6,3,4,2,13,4,89.9,18,NA,18,36,18,24,12,77.9,24
2015,28,55,Franklin,2,Southern,Mostly Urban,48.6,48186,91,19,4,18,39,11,22,10,81,46,188.9,39.4,8.3,37.4,80.9,22.8,45.7,20.8,168.1,95.5
2015,29,57,Fulton,9,Central,Mostly Rural,60,42859,32,12,5,2,8,5,2,5,27,17,74.7,28,11.7,4.7,18.7,11.7,4.7,11.7,63,39.7
2015,30,59,Gallatin,2,Southern,Completely Rural,100,6298,6,NA,NA,2,4,NA,2,NA,6,1,95.3,NA,NA,31.8,63.5,NA,31.8,NA,95.3,15.9
2015,31,61,Greene,7,Central,Mostly Rural,70.8,16227,14,4,NA,3,5,2,4,NA,14,7,86.3,24.7,NA,18.5,30.8,12.3,24.7,NA,86.3,43.1
2015,32,63,Grundy,13,Northern - Other,Mostly Urban,24.4,63368,43,18,3,5,13,4,7,7,36,9,67.9,28.4,4.7,7.9,20.5,6.3,11,11,56.8,14.2
2015,33,65,Hamilton,2,Southern,Mostly Rural,68.1,10072,22,4,4,3,9,2,4,3,19,5,218.4,39.7,39.7,29.8,89.4,19.9,39.7,29.8,188.6,49.6
2015,34,67,Hancock,9,Central,Mostly Rural,71,22079,16,4,2,2,6,2,4,4,12,5,72.5,18.1,9.1,9.1,27.2,9.1,18.1,18.1,54.4,22.6
2015,35,69,Hardin,2,Southern,Completely Rural,100,4834,5,NA,NA,1,3,1,2,4,1,3,103.4,NA,NA,20.7,62.1,20.7,41.4,82.7,20.7,62.1
2015,36,71,Henderson,9,Central,Mostly Rural,99.7,8326,13,3,1,5,1,3,8,2,11,3,156.1,36,12,60.1,12,36,96.1,24,132.1,36
2015,37,73,Henry,14,Central,Mostly Rural,50.3,60867,83,22,9,17,24,11,19,8,75,50,136.4,36.1,14.8,27.9,39.4,18.1,31.2,13.1,123.2,82.1
2015,38,75,Iroquois,21,Central,Mostly Rural,71.7,34829,30,11,3,3,11,2,4,4,26,12,86.1,31.6,8.6,8.6,31.6,5.7,11.5,11.5,74.7,34.5
2015,39,77,Jackson,1,Southern,Mostly Urban,37.2,69934,113,16,6,29,52,10,34,16,97,64,161.6,22.9,8.6,41.5,74.4,14.3,48.6,22.9,138.7,91.5
2015,40,79,Jasper,4,Southern,Mostly Rural,69.9,11833,7,3,NA,1,3,NA,1,2,5,2,59.2,25.4,NA,8.5,25.4,NA,8.5,16.9,42.3,16.9
2015,41,81,Jefferson,2,Southern,Mostly Rural,58.8,46741,66,23,4,15,20,4,15,8,58,51,141.2,49.2,8.6,32.1,42.8,8.6,32.1,17.1,124.1,109.1
2015,42,83,Jersey,7,Southern,Mostly Rural,60.6,26936,30,13,1,3,9,4,6,9,21,14,111.4,48.3,3.7,11.1,33.4,14.9,22.3,33.4,78,52
2015,43,85,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,26366,13,2,1,4,6,NA,4,NA,13,3,49.3,7.6,3.8,15.2,22.8,NA,15.2,NA,49.3,11.4
2015,44,87,Johnson,1,Southern,Completely Rural,100,15126,13,2,2,5,4,NA,5,2,11,6,85.9,13.2,13.2,33.1,26.4,NA,33.1,13.2,72.7,39.7
2015,45,89,Kane,16,Northern - Collar,Mostly Urban,3.6,670775,438,124,27,136,107,44,165,44,394,118,65.3,18.5,4,20.3,16,6.6,24.6,6.6,58.7,17.6
2015,46,91,Kankakee,21,Central,Mostly Urban,24.5,138171,181,42,11,60,60,8,67,11,170,57,131,30.4,8,43.4,43.4,5.8,48.5,8,123,41.3
2015,47,93,Kendall,23,Northern - Other,Mostly Urban,10.4,159245,86,21,8,15,28,14,23,9,77,26,54,13.2,5,9.4,17.6,8.8,14.4,5.7,48.4,16.3
2015,48,95,Knox,9,Central,Mostly Urban,24.3,61591,73,18,3,19,20,13,28,6,67,33,118.5,29.2,4.9,30.8,32.5,21.1,45.5,9.7,108.8,53.6
2015,49,97,Lake,19,Northern - Collar,Mostly Urban,1.3,881570,559,105,46,181,182,45,214,34,525,179,63.4,11.9,5.2,20.5,20.6,5.1,24.3,3.9,59.6,20.3
2015,50,99,LaSalle,13,Northern - Other,Mostly Urban,30.2,135317,226,54,15,48,89,20,54,28,198,67,167,39.9,11.1,35.5,65.8,14.8,39.9,20.7,146.3,49.5
2015,51,101,Lawrence,2,Southern,Mostly Rural,58,19590,29,17,1,3,5,3,6,8,21,13,148,86.8,5.1,15.3,25.5,15.3,30.6,40.8,107.2,66.4
2015,52,103,Lee,15,Northern - Other,Mostly Rural,53.2,41422,39,7,1,7,17,7,13,5,34,17,94.2,16.9,2.4,16.9,41,16.9,31.4,12.1,82.1,41
2015,53,105,Livingston,11,Central,Mostly Urban,40.8,44562,50,13,4,11,18,4,13,14,36,23,112.2,29.2,9,24.7,40.4,9,29.2,31.4,80.8,51.6
2015,54,107,Logan,11,Central,Mostly Urban,39.9,34912,57,21,4,8,17,7,10,7,50,17,163.3,60.2,11.5,22.9,48.7,20.1,28.6,20.1,143.2,48.7
2015,55,109,McDonough,9,Central,Mostly Urban,29.5,36665,41,11,3,8,15,4,11,6,35,11,111.8,30,8.2,21.8,40.9,10.9,30,16.4,95.5,30
2015,56,111,McHenry,22,Northern - Collar,Mostly Urban,9.9,383215,164,58,16,30,37,23,47,17,147,59,42.8,15.1,4.2,7.8,9.7,6,12.3,4.4,38.4,15.4
2015,57,113,McLean,11,Central,Mostly Urban,16.5,211132,312,121,23,59,81,28,71,42,270,98,147.8,57.3,10.9,27.9,38.4,13.3,33.6,19.9,127.9,46.4
2015,58,115,Macon,6,Central,Mostly Urban,15.3,131327,465,81,66,153,148,17,160,54,411,143,354.1,61.7,50.3,116.5,112.7,12.9,121.8,41.1,313,108.9
2015,59,117,Macoupin,7,Central,Mostly Rural,58.5,55704,34,13,1,7,9,4,8,6,28,24,61,23.3,1.8,12.6,16.2,7.2,14.4,10.8,50.3,43.1
2015,60,119,Madison,3,Southern,Mostly Urban,13.3,325062,434,107,20,129,163,15,139,48,386,167,133.5,32.9,6.2,39.7,50.1,4.6,42.8,14.8,118.7,51.4
2015,61,121,Marion,4,Southern,Mostly Urban,45.1,47223,86,21,7,16,34,8,21,15,71,57,182.1,44.5,14.8,33.9,72,16.9,44.5,31.8,150.4,120.7
2015,62,123,Marshall,10,Central,Completely Rural,100,14311,19,1,2,10,2,4,13,NA,19,9,132.8,7,14,69.9,14,28,90.8,NA,132.8,62.9
2015,63,125,Mason,8,Central,Mostly Rural,77.5,16765,31,5,2,12,11,1,12,4,27,7,184.9,29.8,11.9,71.6,65.6,6,71.6,23.9,161,41.8
2015,64,127,Massac,1,Southern,Mostly Rural,50.5,17801,19,5,2,5,5,2,6,3,16,8,106.7,28.1,11.2,28.1,28.1,11.2,33.7,16.9,89.9,44.9
2015,65,129,Menard,8,Central,Mostly Rural,75.7,15055,20,2,NA,NA,16,2,1,3,17,4,132.8,13.3,NA,NA,106.3,13.3,6.6,19.9,112.9,26.6
2015,66,131,Mercer,14,Central,Mostly Rural,77.8,19167,17,5,1,6,4,1,7,NA,17,8,88.7,26.1,5.2,31.3,20.9,5.2,36.5,NA,88.7,41.7
2015,67,133,Monroe,20,Southern,Mostly Urban,41.4,41462,25,5,1,1,18,NA,1,3,22,2,60.3,12.1,2.4,2.4,43.4,NA,2.4,7.2,53.1,4.8
2015,68,135,Montgomery,4,Central,Mostly Urban,41.6,35138,61,23,8,14,13,3,15,9,52,25,173.6,65.5,22.8,39.8,37,8.5,42.7,25.6,148,71.1
2015,69,137,Morgan,7,Central,Mostly Urban,36.2,41523,39,21,1,5,6,6,9,5,34,13,93.9,50.6,2.4,12,14.4,14.4,21.7,12,81.9,31.3
2015,70,139,Moultrie,6,Central,Mostly Rural,69.2,18455,20,2,4,5,6,3,8,4,16,7,108.4,10.8,21.7,27.1,32.5,16.3,43.3,21.7,86.7,37.9
2015,71,141,Ogle,15,Northern - Other,Mostly Urban,47.1,63448,47,7,5,7,21,7,10,4,43,11,74.1,11,7.9,11,33.1,11,15.8,6.3,67.8,17.3
2015,72,143,Peoria,10,Central,Mostly Urban,14.6,231020,353,75,19,127,112,20,140,26,327,158,152.8,32.5,8.2,55,48.5,8.7,60.6,11.3,141.5,68.4
2015,73,145,Perry,20,Southern,Mostly Urban,43.6,25707,20,4,NA,5,7,4,7,3,17,7,77.8,15.6,NA,19.4,27.2,15.6,27.2,11.7,66.1,27.2
2015,74,147,Piatt,6,Central,Mostly Rural,67.7,20008,5,1,2,1,NA,1,1,NA,5,10,25,5,10,5,NA,5,5,NA,25,50
2015,75,149,Pike,8,Central,Mostly Rural,72.3,19336,24,6,3,3,9,3,5,6,18,13,124.1,31,15.5,15.5,46.5,15.5,25.9,31,93.1,67.2
2015,76,151,Pope,1,Southern,Completely Rural,100,4889,10,4,1,3,2,NA,3,4,6,6,204.5,81.8,20.5,61.4,40.9,NA,61.4,81.8,122.7,122.7
2015,77,153,Pulaski,1,Southern,Completely Rural,100,6886,4,1,NA,2,NA,1,3,NA,4,1,58.1,14.5,NA,29,NA,14.5,43.6,NA,58.1,14.5
2015,78,155,Putnam,10,Central,Completely Rural,100,6857,7,1,2,NA,4,NA,NA,NA,7,2,102.1,14.6,29.2,NA,58.3,NA,NA,NA,102.1,29.2
2015,79,157,Randolph,20,Southern,Mostly Urban,42.6,39105,48,24,NA,6,14,4,9,10,38,8,122.7,61.4,NA,15.3,35.8,10.2,23,25.6,97.2,20.5
2015,80,159,Richland,2,Southern,Mostly Urban,43.5,19546,30,13,1,10,4,2,10,6,24,10,153.5,66.5,5.1,51.2,20.5,10.2,51.2,30.7,122.8,51.2
2015,81,161,Rock Island,14,Central,Mostly Urban,10.9,179166,144,61,8,33,30,12,44,15,129,43,80.4,34,4.5,18.4,16.7,6.7,24.6,8.4,72,24
2015,82,163,St. Clair,20,Southern,Mostly Urban,9.8,327787,315,65,8,121,92,29,141,27,288,161,96.1,19.8,2.4,36.9,28.1,8.8,43,8.2,87.9,49.1
2015,83,165,Saline,1,Southern,Mostly Urban,43.7,29890,75,23,5,17,26,4,21,19,56,25,250.9,76.9,16.7,56.9,87,13.4,70.3,63.6,187.4,83.6
2015,84,167,Sangamon,7,Central,Mostly Urban,14.1,244176,367,58,26,116,147,20,129,37,330,122,150.3,23.8,10.6,47.5,60.2,8.2,52.8,15.2,135.1,50
2015,85,169,Schuyler,8,Central,Mostly Rural,57.6,8547,19,8,1,3,4,3,4,1,18,6,222.3,93.6,11.7,35.1,46.8,35.1,46.8,11.7,210.6,70.2
2015,86,171,Scott,7,Central,Completely Rural,100,6237,2,NA,NA,NA,2,NA,NA,NA,2,2,32.1,NA,NA,NA,32.1,NA,NA,NA,32.1,32.1
2015,87,173,Shelby,4,Central,Mostly Rural,77.7,26462,40,4,2,13,17,4,16,8,32,15,151.2,15.1,7.6,49.1,64.2,15.1,60.5,30.2,120.9,56.7
2015,88,175,Stark,10,Central,Completely Rural,100,6719,6,1,2,1,1,1,2,NA,6,2,89.3,14.9,29.8,14.9,14.9,14.9,29.8,NA,89.3,29.8
2015,89,177,Stephenson,15,Northern - Other,Mostly Urban,40.1,55580,94,28,6,23,32,5,26,9,85,35,169.1,50.4,10.8,41.4,57.6,9,46.8,16.2,152.9,63
2015,90,179,Tazewell,10,Central,Mostly Urban,20.4,165229,204,29,32,32,100,11,40,26,178,59,123.5,17.6,19.4,19.4,60.5,6.7,24.2,15.7,107.7,35.7
2015,91,181,Union,1,Southern,Mostly Rural,65.9,20954,40,13,5,7,11,4,9,9,31,11,190.9,62,23.9,33.4,52.5,19.1,43,43,147.9,52.5
2015,92,183,Vermilion,5,Central,Mostly Urban,31.3,98106,196,56,12,56,56,16,64,23,173,50,199.8,57.1,12.2,57.1,57.1,16.3,65.2,23.4,176.3,51
2015,93,185,Wabash,2,Southern,Mostly Urban,38.9,14207,30,8,1,9,7,5,12,3,27,9,211.2,56.3,7,63.3,49.3,35.2,84.5,21.1,190,63.3
2015,94,187,Warren,9,Central,Mostly Urban,45.5,21338,15,3,1,6,5,NA,6,2,13,10,70.3,14.1,4.7,28.1,23.4,NA,28.1,9.4,60.9,46.9
2015,95,189,Washington,20,Southern,Mostly Rural,73.6,17265,8,2,1,1,4,NA,1,1,7,2,46.3,11.6,5.8,5.8,23.2,NA,5.8,5.8,40.5,11.6
