facilities,inmates_positive,inmates_deaths,scrape_date,state,inmates_tested,test_pending,inmates_negative,inmates_pending,daily_total_pop,security_quarantine,medical_quarantine,medical_isolation,staff_positive,staff_recovered,inmates_recovered,staff_negative,staff_deaths,inmates_hospital,inmates_step_down,recovered,inmates_death_underlying_cond,total_deaths
Kingman*,0,NA,2020-04-14,Arizona,5,NA,5,0,3234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florence West*,0,NA,2020-04-14,Arizona,0,NA,0,0,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRC,0,NA,2020-04-14,Arizona,0,NA,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florence,3,NA,2020-04-14,Arizona,18,NA,5,10,3626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winslow,0,NA,2020-04-14,Arizona,2,NA,2,0,1353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucson,1,NA,2020-04-14,Arizona,19,NA,17,1,4951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marana*,3,NA,2020-04-14,Arizona,4,NA,1,0,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apalachee CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blackwater CFPrivately-operated by
                  The GEO Group Inc.*",33,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Century CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Columbia CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cross City CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Everglades CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida State Prison,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
FWRC,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gadsden CFPrivately-operated by MTC.*,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hamilton CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hernando CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jackson CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake City CFPrivately-operated by CoreCivic.*,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberty CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lowell CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marion CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okaloosa CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Rosa CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Bay CFPrivately-operated by
                  The GEO Group Inc.*",0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFRC,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sumter CI,2,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tomoka CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wakulla CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zephyrhills CI,0,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Community Corrections Region 2,NA,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Community Corrections Region 3,NA,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Community Corrections Region 4,NA,NA,2020-04-14,Florida,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta TC,1,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA
ASMP,0,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA
Autry State Prison,1,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA
Bacon PDC,0,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA
Bainbridge PSAT,3,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,NA,NA,NA,NA,NA,NA,NA
Baldwin State Prison,4,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA
Burruss CTC,0,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA
Calhoun State Prison,0,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,NA,NA,NA,NA,NA,NA,NA
Clayton TC,1,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA
Coastal State Prison,2,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
Dooly State Prison,0,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA
GDCP,0,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA
Johnson State Prison,16,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,3,0,4,NA,NA,NA,NA,NA,NA,NA
Lee Arrendale State Prison,1,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA
Lee State Prison,8,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,14,4,4,NA,NA,NA,NA,NA,NA,NA
Macon State Prison,8,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA
McEver PDC,0,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA
Metro Reentry Facility,2,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA
Metro TC,1,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA
Phillips State Prison,5,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3,NA,NA,NA,NA,NA,NA,NA
Phillips TC,0,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA
Valdosta State Prison,0,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA
Ware State Prison,0,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA
West Central ITF,0,NA,2020-04-14,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA
​Crossroads ATC,0,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Danville,0,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Fox Valley ATC,3,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
​General Office,0,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Graham,0,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Hill,2,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Joliet Treatment Center,0,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Kewanee LSRC,0,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Logan,0,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Menard,0,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
​North Lawndale ATC ,5,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Parole,0,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Pontiac,1,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Sheridan,10,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Stateville,123,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Stateville NRC,1,NA,2020-04-14,Illinois,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
El Dorado,0,NA,2020-04-14,Kansas,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ellsworth,0,NA,2020-04-14,Kansas,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hutchinson,0,NA,2020-04-14,Kansas,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lansing,18,NA,2020-04-14,Kansas,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
Larned,0,NA,2020-04-14,Kansas,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norton,0,NA,2020-04-14,Kansas,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Topeka,0,NA,2020-04-14,Kansas,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winfield,0,NA,2020-04-14,Kansas,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wichita Work Release,1,NA,2020-04-14,Kansas,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
KJCC,0,NA,2020-04-14,Kansas,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Central Office,NA,NA,2020-04-14,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Albion,NA,NA,2020-04-14,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
​Benner Township,NA,NA,2020-04-14,Pennsylvania,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
​Cambridge Springs,NA,NA,2020-04-14,Pennsylvania,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Camp Hill​,NA,NA,2020-04-14,Pennsylvania,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA
​Chester,NA,NA,2020-04-14,Pennsylvania,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Coal Township,NA,NA,2020-04-14,Pennsylvania,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
​Dallas,NA,NA,2020-04-14,Pennsylvania,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
​Fayette,NA,NA,2020-04-14,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,NA,NA
​Forest,NA,NA,2020-04-14,Pennsylvania,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
​Frackville,NA,NA,2020-04-14,Pennsylvania,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA
​Greene,NA,NA,2020-04-14,Pennsylvania,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
​Houtzdale,0,NA,2020-04-14,Pennsylvania,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
​Huntingdon,NA,NA,2020-04-14,Pennsylvania,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Laurel Highlands,NA,NA,2020-04-14,Pennsylvania,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
​Mahanoy,NA,NA,2020-04-14,Pennsylvania,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
​Mercer,NA,NA,2020-04-14,Pennsylvania,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
​Muncy,NA,NA,2020-04-14,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
​Phoenix,14,1,2020-04-14,Pennsylvania,NA,NA,6,NA,NA,NA,NA,NA,7,NA,NA,5,NA,NA,NA,NA,NA,NA
​Pine Grove,NA,NA,2020-04-14,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Quehanna Boot Camp,NA,NA,2020-04-14,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
​Retreat,NA,NA,2020-04-14,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,NA,NA
​Rockview,NA,NA,2020-04-14,Pennsylvania,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
​Smithfield,NA,NA,2020-04-14,Pennsylvania,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
​Somerset,NA,NA,2020-04-14,Pennsylvania,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Waymart,NA,NA,2020-04-14,Pennsylvania,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,24,NA,NA,NA,NA,NA,NA
​Training Academy,NA,NA,2020-04-14,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Parole,NA,NA,2020-04-14,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA
Allendale,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Broad River,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Camille Graham,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evans,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Goodman,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Kershaw,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Kirkland,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
​Leath,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lee,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lieber,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Livesay,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MacDougall,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manning,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
McCormick,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmer,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perry,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ridgeland,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trenton,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turbeville,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyger River,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wateree River,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Non-Institutional Staff,0,NA,2020-04-14,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appalachian Men’s CCAP,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Augusta Correctional Center,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Baskerville Correctional Center,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Bland Correctional Center,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Brunswick CCAP,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA
Buckingham Correctional Center,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Caroline Correctional Unit,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Central Virginia Correctional Unit #13,8,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA
Chesterfield Women’s CCAP,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Coffeewood Correctional Center,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Cold Springs CCAP,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Cold Springs Correctional Unit #10,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Deerfield Correctional Center (includes Deerfield Work Centers),0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA
Dillwyn Correctional Center,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Fluvanna Correctional Center for Women,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Green Rock Correctional Center,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Greensville Correctional Center (includes Greensville Work Center),0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Halifax Correctional Unit,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Harrisonburg Men’s CCAP,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Haynesville Correctional Center,3,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
Haynesville Correctional Unit #17,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Indian Creek Correctional Center,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA
Keen Mountain Correctional Center,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lawrenceville Correctional Center,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Lunenburg Correctional Center,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Marion Correctional Treatment Center,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Nottoway Correctional Center (includes Nottoway Work Center),0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Patrick Henry Correctional Unit,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Pocahontas State Correctional Center,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Red Onion State Prison,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
River North Correctional Center,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Rustburg Correctional Unit,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
St. Brides Correctional Center,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Stafford Men’s CCAP,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
State Farm Correctional Complex,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA
Sussex I State Prison,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Sussex II State Prison,4,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA
Virginia Correctional Center for Women (includes State Farm Work Center),21,1,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,3,NA,NA,NA,NA
Wallens Ridge State Prison,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Wise Correctional Unit,0,0,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Probation & Parole — Eastern Region,NA,NA,2020-04-14,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
